State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Date Local,Units of Measure,Event Type,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI,Method Code,Method Name,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change,parameter
36,61,79,88101,1,40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2021-05-22,Micrograms/cubic meter (LC),,1,100.0,14.2,14.2,0,61.0,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2024-05-17,pm25
36,61,79,88101,1,40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2021-05-25,Micrograms/cubic meter (LC),,1,100.0,9.6,9.6,0,52.0,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2024-05-17,pm25
36,61,79,88101,1,40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2021-05-28,Micrograms/cubic meter (LC),,1,100.0,4.8,4.8,0,27.0,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2024-05-17,pm25
36,61,79,88101,1,40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2021-05-31,Micrograms/cubic meter (LC),,1,100.0,4.2,4.2,0,23.0,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2024-05-17,pm25
36,61,79,88101,1,40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2021-06-03,Micrograms/cubic meter (LC),,1,100.0,7.3,7.3,0,41.0,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2024-05-17,pm25
36,61,79,88101,1,40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2021-06-06,Micrograms/cubic meter (LC),,1,100.0,14.6,14.6,0,61.0,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2024-05-17,pm25
36,61,79,88101,1,40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2021-06-09,Micrograms/cubic meter (LC),,1,100.0,8.2,8.2,0,46.0,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2024-05-17,pm25
36,61,79,88101,1,40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2021-06-12,Micrograms/cubic meter (LC),,1,100.0,7.8,7.8,0,43.0,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2024-05-17,pm25
36,61,79,88101,1,40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2021-06-15,Micrograms/cubic meter (LC),,1,100.0,6.0,6.0,0,33.0,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2024-05-17,pm25
36,61,79,88101,1,40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2021-06-18,Micrograms/cubic meter (LC),,1,100.0,9.4,9.4,0,52.0,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2024-05-17,pm25
36,61,79,88101,1,40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2021-06-21,Micrograms/cubic meter (LC),,1,100.0,12.7,12.7,0,58.0,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2024-05-17,pm25
36,61,79,88101,1,40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2021-06-24,Micrograms/cubic meter (LC),,1,100.0,6.2,6.2,0,34.0,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2024-05-17,pm25
36,61,79,88101,1,40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2021-06-27,Micrograms/cubic meter (LC),,1,100.0,10.1,10.1,0,53.0,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2024-05-17,pm25
36,61,79,88101,1,40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2021-06-30,Micrograms/cubic meter (LC),,1,100.0,11.4,11.4,0,55.0,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2024-05-17,pm25
36,61,79,88101,1,40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2021-07-03,Micrograms/cubic meter (LC),,1,100.0,1.4,1.4,0,8.0,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2024-05-17,pm25
36,61,79,88101,1,40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2021-07-06,Micrograms/cubic meter (LC),,1,100.0,15.5,15.5,0,63.0,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2024-05-17,pm25
36,61,79,88101,1,40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2021-07-09,Micrograms/cubic meter (LC),,1,100.0,5.3,5.3,0,29.0,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2024-05-17,pm25
36,61,79,88101,1,40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2021-07-12,Micrograms/cubic meter (LC),,1,100.0,8.4,8.4,0,47.0,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2024-05-17,pm25
36,61,79,88101,1,40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2021-07-15,Micrograms/cubic meter (LC),,1,100.0,12.2,12.2,0,57.0,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2024-05-17,pm25
36,61,79,88101,1,40.7997,-73.93432,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,2021-07-18,Micrograms/cubic meter (LC),,1,100.0,4.4,4.4,0,24.0,145.0,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,IS 45,"SCHOOL IS 45, 2351 1ST AVENUE",New York,New York,New York,"New York-Newark-Jersey City, NY-NJ-PA",2024-05-17,pm25
